match_no,Bowler,team,over,run,wicket,No_ball,ECO
68,Suyash Sharma,Kolkata Knight Riders,1.0,12,0,0,12.0
68,Andre Russell,Kolkata Knight Riders,1.0,12,0,0,12.0
68,Mohsin Khan,Lucknow Super Giants,1.0,15,0,0,15.0
68,Naveen-ul-Haq,Lucknow Super Giants,4.0,46,0,0,11.5
68,Krunal Pandya,Lucknow Super Giants,4.0,30,1,0,7.5
68,Krishnappa Gowtham,Lucknow Super Giants,4.0,26,1,0,6.5
68,Ravi Bishnoi,Lucknow Super Giants,4.0,23,2,0,5.8
68,Yash Thakur,Lucknow Super Giants,3.0,31,2,0,10.3
69,Jason Behrendorff,Mumbai Indians,3.0,36,0,0,12.0
69,Cameron Green,Mumbai Indians,1.0,2,0,0,2.0
69,Chris Jordan,Mumbai Indians,4.0,42,1,0,10.5
69,Akash Madhwal,Mumbai Indians,4.0,37,4,1,9.3
69,Piyush Chawla,Mumbai Indians,4.0,39,0,0,9.8
69,Kumar Kartikeya,Mumbai Indians,4.0,39,0,0,9.8
69,Bhuvneshwar Kumar,Sunrisers Hyderabad,4.0,26,1,0,6.5
69,Nitish Reddy,Sunrisers Hyderabad,3.0,35,0,0,11.7
69,Mayank Dagar,Sunrisers Hyderabad,4.0,37,1,0,9.3
69,Kartik Tyagi,Sunrisers Hyderabad,2.5,41,0,3,16.4
69,Umran Malik,Sunrisers Hyderabad,3.0,41,0,0,13.7
69,Vivrant Sharma,Sunrisers Hyderabad,1.0,19,0,1,19.0
69,Aiden Markram,Sunrisers Hyderabad,0.1,1,0,0,10.0
70,Mohammed Shami,Gujarat Titans,4.0,39,1,0,9.8
70,Yash Dayal,Gujarat Titans,4.0,39,1,0,9.8
70,Rashid Khan,Gujarat Titans,4.0,24,1,0,6.0
70,Noor Ahmad,Gujarat Titans,4.0,39,2,0,9.8
70,Mohit Sharma,Gujarat Titans,4.0,54,0,0,13.5
70,Mohammed Siraj,Royal Challengers Bangalore,4.0,32,2,0,8.0
70,Wayne Parnell,Royal Challengers Bangalore,3.1,42,0,1,13.5
70,Vijaykumar Vyshak,Royal Challengers Bangalore,4.0,40,1,0,10.0
70,Himanshu Sharma,Royal Challengers Bangalore,3.0,28,0,0,9.3
70,Harshal Patel,Royal Challengers Bangalore,4.0,29,1,0,7.3
70,Michael Bracewell,Royal Challengers Bangalore,1.0,16,0,0,16.0
