match_no,Batsman,team,Run,Ball,4s,6s,out_by
25,Marco Jansen,Sunrisers Hyderabad,13,6,3,0,Riley Meredith
25,Washington Sundar,Sunrisers Hyderabad,10,6,2,0,Run Out
25,Bhuvneshwar Kumar,Sunrisers Hyderabad,2,5,0,0,Arjun Tendulkar
25,Mayank Markande,Sunrisers Hyderabad,2,2,0,0,Not Out
26,KL Rahul,Lucknow Super Giants,39,32,4,1,Jason Holder
26,Kyle Mayers,Lucknow Super Giants,51,42,4,3,Ravichandran Ashwin
26,Ayush Badoni,Lucknow Super Giants,1,4,0,0,Trent Boult
26,Deepak Hooda,Lucknow Super Giants,2,4,0,0,Ravichandran Ashwin
26,Marcus Stoinis,Lucknow Super Giants,21,16,2,0,Sandeep Sharma
26,Nicholas Pooran,Lucknow Super Giants,29,20,2,1,Run Out
26,Krunal Pandya,Lucknow Super Giants,4,2,1,0,Not Out
26,Yudhvir Singh,Lucknow Super Giants,1,1,0,0,Run Out
26,Yashasvi Jaiswal,Rajasthan Royals,44,35,4,2,Marcus Stoinis
26,Jos Buttler,Rajasthan Royals,40,41,4,1,Marcus Stoinis
26,Sanju Samson,Rajasthan Royals,2,4,0,0,Run Out
26,Devdutt Padikkal,Rajasthan Royals,26,21,4,0,Avesh Khan
26,Shimron Hetmyer,Rajasthan Royals,2,5,0,0,Avesh Khan
26,Riyan Parag,Rajasthan Royals,15,12,1,1,Not Out
26,Dhruv Jurel,Rajasthan Royals,0,1,0,0,Avesh Khan
26,Ravichandran Ashwin,Rajasthan Royals,3,2,0,0,Not Out
27,Virat Kohli,Royal Challengers Bangalore,59,47,5,1,Harpreet Brar
27,Faf du Plessis,Royal Challengers Bangalore,84,56,5,5,Nathan Ellis
27,Glenn Maxwell,Royal Challengers Bangalore,0,1,0,0,Harpreet Brar
27,Dinesh Karthik,Royal Challengers Bangalore,7,5,1,0,Arshdeep Singh
27,Mahipal Lomror,Royal Challengers Bangalore,7,9,1,0,Not Out
27,Shahbaz Ahmed,Royal Challengers Bangalore,5,3,0,0,Not Out
27,Atharva Taide,Punjab Kings,4,2,1,0,Mohammed Siraj
27,Prabhsimran Singh,Punjab Kings,46,30,3,4,Wayne Parnell
27,Matthew Short,Punjab Kings,8,7,0,1,Wanindu Hasaranga
27,Liam Livingstone,Punjab Kings,2,4,0,0,Mohammed Siraj
27,Harpreet Singh Bhatia,Punjab Kings,13,9,1,0,Run Out
27,Sam Curran,Punjab Kings,10,12,1,0,Run Out
27,Jitesh Sharma,Punjab Kings,41,27,2,3,Harshal Patel
27,Shahrukh Khan,Punjab Kings,7,5,0,1,Wanindu Hasaranga
27,Harpreet Brar,Punjab Kings,13,13,1,0,Mohammed Siraj
27,Nathan Ellis,Punjab Kings,1,2,0,0,Mohammed Siraj
27,Arshdeep Singh,Punjab Kings,0,0,0,0,Not Out
28,Jason Roy,Kolkata Knight Riders,43,39,5,1,Kuldeep Yadav
28,Litton Das,Kolkata Knight Riders,4,4,1,0,Mukesh Kumar
28,Venkatesh Iyer,Kolkata Knight Riders,0,2,0,0,Anrich Nortje
28,Nitish Rana,Kolkata Knight Riders,4,7,1,0,Ishant Sharma
28,Mandeep Singh,Kolkata Knight Riders,12,11,0,1,Axar Patel
28,Rinku Singh,Kolkata Knight Riders,6,8,1,0,Axar Patel
28,Sunil Narine,Kolkata Knight Riders,4,6,1,0,Ishant Sharma
28,Andre Russell,Kolkata Knight Riders,38,31,1,4,Not Out
28,Anukul Roy,Kolkata Knight Riders,0,1,0,0,Kuldeep Yadav
28,Umesh Yadav,Kolkata Knight Riders,3,5,0,0,Anrich Nortje
28,Varun Chakaravarthy,Kolkata Knight Riders,1,6,0,0,Run Out
28,David Warner,Delhi Capitals,57,41,11,0,Varun Chakaravarthy
28,Prithvi Shaw,Delhi Capitals,13,11,2,0,Varun Chakaravarthy
28,Mitchell Marsh,Delhi Capitals,2,9,0,0,Nitish Rana
28,Philip Salt,Delhi Capitals,5,3,1,0,Anukul Roy
28,Manish Pandey,Delhi Capitals,21,23,2,0,Anukul Roy
28,Axar Patel,Delhi Capitals,19,22,1,0,Not Out
28,Aman Hakim Khan,Delhi Capitals,0,2,0,0,Nitish Rana
28,Lalit Yadav,Delhi Capitals,4,7,0,0,Not Out
29,Harry Brook,Sunrisers Hyderabad,18,13,3,0,Akash Singh
29,Abhishek Sharma,Sunrisers Hyderabad,34,26,3,1,Ravindra Jadeja
29,Rahul Tripathi,Sunrisers Hyderabad,21,21,1,1,Ravindra Jadeja
29,Aiden Markram,Sunrisers Hyderabad,12,12,1,0,Maheesh Theekshana
29,Heinrich Klaasen,Sunrisers Hyderabad,17,16,1,0,Matheesha Pathirana
29,Mayank Agarwal,Sunrisers Hyderabad,2,4,0,0,Ravindra Jadeja
29,Marco Jansen,Sunrisers Hyderabad,17,22,1,0,Not Out
29,Washington Sundar,Sunrisers Hyderabad,9,6,1,0,Run Out
29,Ruturaj Gaikwad,Chennai Super Kings,35,30,2,0,Run Out
29,Ruturaj Gaikwad,Chennai Super Kings,77,57,12,1,Not Out
29,Ajinkya Rahane,Chennai Super Kings,9,10,0,0,Mayank Markande
29,Ambati Rayudu,Chennai Super Kings,9,9,1,0,Mayank Markande
29,Moeen Ali,Chennai Super Kings,6,6,1,0,Not Out
30,Wriddhiman Saha,Gujarat Titans,47,37,6,0,Krunal Pandya
30,Shubman Gill,Gujarat Titans,0,2,0,0,Krunal Pandya
30,Hardik Pandya,Gujarat Titans,66,50,2,4,Marcus Stoinis
30,Abhinav Manohar,Gujarat Titans,3,5,0,0,Amit Mishra
30,Vijay Shankar,Gujarat Titans,10,12,1,0,Naveen-ul-Haq
30,David Miller,Gujarat Titans,6,12,0,0,Marcus Stoinis
30,Rahul Tewatia,Gujarat Titans,2,2,0,0,Not Out
30,KL Rahul,Lucknow Super Giants,68,61,8,0,Mohit Sharma
30,Kyle Mayers,Lucknow Super Giants,24,19,2,1,Rashid Khan
30,Krunal Pandya,Lucknow Super Giants,23,23,2,1,Noor Ahmad
30,Nicholas Pooran,Lucknow Super Giants,1,7,0,0,Noor Ahmad
30,Ayush Badoni,Lucknow Super Giants,8,6,0,0,Run Out
30,Marcus Stoinis,Lucknow Super Giants,0,1,0,0,Mohit Sharma
30,Deepak Hooda,Lucknow Super Giants,2,2,0,0,Run Out
30,Prerak Mankad,Lucknow Super Giants,0,0,0,0,Not Out
30,Ravi Bishnoi,Lucknow Super Giants,0,1,0,0,Not Out
31,Matthew Short,Punjab Kings,11,10,2,0,Cameron Green
31,Prabhsimran Singh,Punjab Kings,26,17,1,2,Arjun Tendulkar
31,Atharva Taide,Punjab Kings,29,17,3,1,Piyush Chawla
31,Liam Livingstone,Punjab Kings,10,12,0,1,Piyush Chawla
31,Harpreet Singh,Punjab Kings,41,28,4,2,Cameron Green
31,Sam Curran,Punjab Kings,55,29,5,4,Jofra Archer
31,Jitesh Sharma,Punjab Kings,25,7,0,4,Jason Behrendorff
31,Shahrukh Khan,Punjab Kings,0,0,0,0,Not Out
31,Harpreet Brar,Punjab Kings,5,2,1,0,Run Out
31,Rohit Sharma,Mumbai Indians,44,27,4,3,Liam Livingstone
31,Ishan Kishan,Mumbai Indians,1,4,0,0,Arshdeep Singh
31,Cameron Green,Mumbai Indians,67,43,6,3,Nathan Ellis
31,Suryakumar Yadav,Mumbai Indians,57,26,7,3,Arshdeep Singh
31,Tim David,Mumbai Indians,25,13,0,2,Not Out
31,Tilak Varma,Mumbai Indians,3,4,0,0,Arshdeep Singh
31,Nehal Wadhera,Mumbai Indians,0,1,0,0,Arshdeep Singh
31,Jofra Archer,Mumbai Indians,1,2,0,0,Not Out
32,Virat Kohli,Royal Challengers Bangalore,0,1,0,0,Trent Boult
32,Faf du Plessis,Royal Challengers Bangalore,62,39,8,2,Run Out
32,Shahbaz Ahmed,Royal Challengers Bangalore,2,4,0,0,Trent Boult
32,Glenn Maxwell,Royal Challengers Bangalore,77,44,6,4,Ravichandran Ashwin
32,Mahipal Lomror,Royal Challengers Bangalore,8,6,1,0,Yuzvendra Chahal
32,Dinesh Karthik,Royal Challengers Bangalore,16,13,2,0,Sandeep Sharma
32,Suyash Prabhudessai,Royal Challengers Bangalore,0,2,0,0,Run Out
32,Wanindu Hasaranga,Royal Challengers Bangalore,6,7,0,0,Run Out
32,David Willey,Royal Challengers Bangalore,4,2,1,0,Not Out
32,Vijaykumar Vyshak,Royal Challengers Bangalore,0,1,0,0,Sandeep Sharma
32,Mohammed Siraj,Royal Challengers Bangalore,1,1,0,0,Not Out
32,Yashasvi Jaiswal,Rajasthan Royals,47,37,5,2,Harshal Patel
32,Jos Buttler,Rajasthan Royals,0,2,0,0,Mohammed Siraj
32,Devdutt Padikkal,Rajasthan Royals,52,34,7,1,David Willey
32,Sanju Samson,Rajasthan Royals,22,15,2,1,Harshal Patel
32,Shimron Hetmyer,Rajasthan Royals,3,9,0,0,Run Out
32,Dhruv Jurel,Rajasthan Royals,34,16,2,2,Not Out
32,Ravichandran Ashwin,Rajasthan Royals,12,6,2,0,Harshal Patel
32,Abdul Basith,Rajasthan Royals,1,1,0,0,Not Out
33,Ruturaj Gaikwad,Chennai Super Kings,35,20,2,3,Suyash Sharma
33,Devon Conway,Chennai Super Kings,56,40,4,3,Varun Chakaravarthy
33,Ajinkya Rahane,Chennai Super Kings,71,29,6,5,Not Out
33,Shivam Dube,Chennai Super Kings,50,21,2,5,Kulwant Khejroliya
33,Ravindra Jadeja,Chennai Super Kings,18,8,0,2,Kulwant Khejroliya
33,MS Dhoni,Chennai Super Kings,2,3,0,0,Not Out
33,N Jagadeesan,Kolkata Knight Riders,1,3,0,0,Tushar Deshpande
33,Sunil Narine,Kolkata Knight Riders,0,3,0,0,Akash Singh
33,Venkatesh Iyer,Kolkata Knight Riders,20,20,2,1,Moeen Ali
33,Nitish Rana,Kolkata Knight Riders,27,20,4,1,Ravindra Jadeja
33,Jason Roy,Kolkata Knight Riders,61,26,5,5,Maheesh Theekshana
33,Rinku Singh,Kolkata Knight Riders,53,33,3,4,Not Out
33,Andre Russell,Kolkata Knight Riders,9,6,0,1,Matheesha Pathirana
33,David Wiese,Kolkata Knight Riders,1,2,0,0,Tushar Deshpande
33,Umesh Yadav,Kolkata Knight Riders,4,4,0,0,Maheesh Theekshana
33,Varun Chakaravarthy,Kolkata Knight Riders,0,3,0,0,Not Out
34,David Warner,Delhi Capitals,21,20,2,1,Washington Sundar
34,Philip Salt,Delhi Capitals,0,1,0,0,Bhuvneshwar Kumar
34,Mitchell Marsh,Delhi Capitals,25,15,5,0,T Natarajan
34,Sarfaraz Khan,Delhi Capitals,10,9,0,1,Washington Sundar
34,Manish Pandey,Delhi Capitals,34,27,2,0,Run Out
34,Aman Hakim Khan,Delhi Capitals,4,2,1,0,Washington Sundar
34,Axar Patel,Delhi Capitals,34,34,4,0,Bhuvneshwar Kumar
34,Ripal Patel,Delhi Capitals,5,6,0,0,Run Out
34,Anrich Nortje,Delhi Capitals,2,2,0,0,Run Out
34,Kuldeep Yadav,Delhi Capitals,4,3,1,0,Not Out
34,Ishant Sharma,Delhi Capitals,1,1,0,0,Not Out
34,Harry Brook,Sunrisers Hyderabad,7,14,0,0,Anrich Nortje
34,Mayank Agarwal,Sunrisers Hyderabad,49,39,7,0,Axar Patel
34,Rahul Tripathi,Sunrisers Hyderabad,15,21,0,0,Ishant Sharma
34,Abhishek Sharma,Sunrisers Hyderabad,5,5,0,0,Kuldeep Yadav
34,Aiden Markram,Sunrisers Hyderabad,3,5,0,0,Axar Patel
34,Heinrich Klaasen,Sunrisers Hyderabad,31,19,3,1,Anrich Nortje
34,Washington Sundar,Sunrisers Hyderabad,24,15,3,0,Not Out
34,Marco Jansen,Sunrisers Hyderabad,2,3,0,0,Not Out
35,Wriddhiman Saha,Gujarat Titans,4,7,0,0,Arjun Tendulkar
35,Shubman Gill,Gujarat Titans,56,34,7,1,Kumar Kartikeya
35,Hardik Pandya,Gujarat Titans,13,14,1,0,Piyush Chawla
35,Vijay Shankar,Gujarat Titans,19,16,1,1,Piyush Chawla
35,David Miller,Gujarat Titans,46,22,2,4,Jason Behrendorff
35,Abhinav Manohar,Gujarat Titans,42,21,3,3,Riley Meredith
35,Rahul Tewatia,Gujarat Titans,20,5,0,3,Not Out
35,Rashid Khan,Gujarat Titans,2,1,0,0,Not Out
35,Rohit Sharma,Mumbai Indians,2,8,0,0,Hardik Pandya
35,Ishan Kishan,Mumbai Indians,13,21,1,0,Rashid Khan
35,Cameron Green,Mumbai Indians,33,26,0,3,Noor Ahmad
35,Tilak Varma,Mumbai Indians,2,3,0,0,Rashid Khan
35,Suryakumar Yadav,Mumbai Indians,23,12,3,1,Noor Ahmad
35,Tim David,Mumbai Indians,0,2,0,0,Noor Ahmad
35,Nehal Wadhera,Mumbai Indians,40,21,3,3,Mohit Sharma
35,Piyush Chawla,Mumbai Indians,18,12,1,1,Run Out
35,Arjun Tendulkar,Mumbai Indians,13,9,0,1,Mohit Sharma
35,Jason Behrendorff,Mumbai Indians,3,4,0,0,Not Out
35,Riley Meredith,Mumbai Indians,0,2,0,0,Not Out
36,Jason Roy,Kolkata Knight Riders,56,29,4,5,Vijaykumar Vyshak
36,N Jagadeesan,Kolkata Knight Riders,27,29,4,0,Vijaykumar Vyshak
36,Venkatesh Iyer,Kolkata Knight Riders,31,26,3,0,Wanindu Hasaranga
36,Nitish Rana,Kolkata Knight Riders,48,21,3,4,Wanindu Hasaranga
36,Andre Russell,Kolkata Knight Riders,1,2,0,0,Mohammed Siraj
36,Rinku Singh,Kolkata Knight Riders,18,10,2,1,Not Out
36,David Wiese,Kolkata Knight Riders,12,3,0,2,Not Out
36,Virat Kohli,Royal Challengers Bangalore,54,37,6,0,Andre Russell
36,Faf du Plessis,Royal Challengers Bangalore,17,7,1,2,Suyash Sharma
36,Shahbaz Ahmed,Royal Challengers Bangalore,2,5,0,0,Suyash Sharma
36,Glenn Maxwell,Royal Challengers Bangalore,5,4,1,0,Varun Chakaravarthy
36,Mahipal Lomror,Royal Challengers Bangalore,34,18,1,3,Varun Chakaravarthy
36,Dinesh Karthik,Royal Challengers Bangalore,22,18,1,1,Varun Chakaravarthy
36,Suyash Prabhudessai,Royal Challengers Bangalore,10,9,1,0,Run Out
36,Wanindu Hasaranga,Royal Challengers Bangalore,5,4,0,0,Andre Russell
36,David Willey,Royal Challengers Bangalore,11,10,1,0,Not Out
36,Vijaykumar Vyshak,Royal Challengers Bangalore,13,2,0,1,Not Out
37,Yashasvi Jaiswal,Rajasthan Royals,77,43,8,4,Tushar Deshpande
37,Jos Buttler,Rajasthan Royals,27,21,4,0,Ravindra Jadeja
37,Sanju Samson,Rajasthan Royals,17,17,1,0,Tushar Deshpande
37,Shimron Hetmyer,Rajasthan Royals,8,10,0,0,Maheesh Theekshana
37,Dhruv Jurel,Rajasthan Royals,34,15,3,2,Run Out
37,Devdutt Padikkal,Rajasthan Royals,27,13,5,0,Not Out
37,Ravichandran Ashwin,Rajasthan Royals,1,1,0,0,Not Out
37,Ruturaj Gaikwad,Chennai Super Kings,47,29,5,1,Adam Zampa
37,Devon Conway,Chennai Super Kings,8,16,1,0,Adam Zampa
37,Ajinkya Rahane,Chennai Super Kings,15,13,0,0,Ravichandran Ashwin
37,Shivam Dube,Chennai Super Kings,52,33,2,4,Kuldip Yadav
37,Ambati Rayudu,Chennai Super Kings,0,2,0,0,Ravichandran Ashwin
37,Moeen Ali,Chennai Super Kings,23,12,2,2,Adam Zampa
37,Ravindra Jadeja,Chennai Super Kings,23,15,3,0,Not Out
38,KL Rahul,Lucknow Super Giants,12,9,1,1,Kagiso Rabada
38,Kyle Mayers,Lucknow Super Giants,54,24,7,4,Kagiso Rabada
38,Ayush Badoni,Lucknow Super Giants,43,24,3,3,Liam Livingstone
38,Marcus Stoinis,Lucknow Super Giants,72,40,6,5,Sam Curran
38,Nicholas Pooran,Lucknow Super Giants,45,19,7,1,Arshdeep Singh
38,Deepak Hooda,Lucknow Super Giants,11,6,2,0,Not Out
38,Krunal Pandya,Lucknow Super Giants,5,2,1,0,Not Out
38,Prabhsimran Singh,Punjab Kings,9,13,2,0,Naveen-ul-Haq
38,Shikhar Dhawan,Punjab Kings,1,2,0,0,Marcus Stoinis
38,Atharva Taide,Punjab Kings,66,36,8,2,Ravi Bishnoi
38,Sikandar Raza,Punjab Kings,36,22,4,1,Yash Thakur
38,Liam Livingstone,Punjab Kings,23,14,2,1,Ravi Bishnoi
38,Sam Curran,Punjab Kings,21,11,2,1,Naveen-ul-Haq
38,Jitesh Sharma,Punjab Kings,24,10,0,3,Yash Thakur
38,Shahrukh Khan,Punjab Kings,6,9,0,0,Yash Thakur
38,Rahul Chahar,Punjab Kings,0,1,0,0,Yash Thakur
38,Kagiso Rabada,Punjab Kings,0,1,0,0,Naveen-ul-Haq
38,Arshdeep Singh,Punjab Kings,2,2,0,0,Not Out
39,N Jagadeesan,Kolkata Knight Riders,19,15,4,0,Mohammed Shami
39,Rahmanullah Gurbaz,Kolkata Knight Riders,81,39,5,7,Noor Ahmad
39,Shardul Thakur,Kolkata Knight Riders,0,4,0,0,Mohammed Shami
39,Venkatesh Iyer,Kolkata Knight Riders,11,14,0,0,Joshua Little
39,Nitish Rana,Kolkata Knight Riders,4,3,1,0,Joshua Little
39,Rinku Singh,Kolkata Knight Riders,19,20,0,1,Noor Ahmad
39,Andre Russell,Kolkata Knight Riders,34,19,2,3,Mohammed Shami
39,David Wiese,Kolkata Knight Riders,8,6,0,1,Not Out
39,Wriddhiman Saha,Gujarat Titans,10,10,1,0,Andre Russell
39,Shubman Gill,Gujarat Titans,49,35,8,0,Sunil Narine
39,Hardik Pandya,Gujarat Titans,26,20,2,1,Harshit Rana
39,Vijay Shankar,Gujarat Titans,51,24,2,5,Not Out
39,David Miller,Gujarat Titans,32,18,2,2,Not Out
40,David Warner,Delhi Capitals,0,2,0,0,Bhuvneshwar Kumar
40,Philip Salt,Delhi Capitals,59,35,9,0,Mayank Markande
40,Mitchell Marsh,Delhi Capitals,63,39,1,6,Akeal Hosein
40,Manish Pandey,Delhi Capitals,1,3,0,0,Abhishek Sharma
40,Priyam Garg,Delhi Capitals,12,9,1,0,Mayank Markande
40,Sarfaraz Khan,Delhi Capitals,9,10,1,0,T Natarajan
40,Axar Patel,Delhi Capitals,29,14,1,2,Not Out
40,Ripal Patel,Delhi Capitals,11,8,1,0,Not Out
40,Harry Brook,Sunrisers Hyderabad,0,2,0,0,Mitchell Marsh
40,Mayank Agarwal,Sunrisers Hyderabad,5,6,1,0,Ishant Sharma
40,Rahul Tripathi,Sunrisers Hyderabad,10,6,0,1,Mitchell Marsh
40,Aiden Markram,Sunrisers Hyderabad,8,13,0,0,Mitchell Marsh
40,Heinrich Klaasen,Sunrisers Hyderabad,53,27,2,4,Not Out
40,Abdul Samad,Sunrisers Hyderabad,28,21,1,2,Mitchell Marsh
40,Akeal Hosein,Sunrisers Hyderabad,16,10,1,1,Not Out
40,Abhishek Sharma,Sunrisers Hyderabad,67,36,12,1,Axar Patel
41,Ruturaj Gaikwad,Chennai Super Kings,37,31,4,1,Sikandar Raza
41,Shivam Dube,Chennai Super Kings,28,17,1,2,Not Out
41,Devon Conway,Chennai Super Kings,92,52,16,1,Arshdeep Singh
41,Moeen Ali,Chennai Super Kings,10,6,2,0,Rahul Chahar
41,Ravindra Jadeja,Chennai Super Kings,12,10,0,0,Sam Curran
41,MS Dhoni,Chennai Super Kings,13,4,0,2,Not Out
41,Prabhsimran Singh,Punjab Kings,42,24,4,2,Ravindra Jadeja
41,Shikhar Dhawan,Punjab Kings,28,15,4,1,Tushar Deshpande
41,Atharva Taide,Punjab Kings,13,17,0,0,Ravindra Jadeja
41,Liam Livingstone,Punjab Kings,40,24,1,4,Tushar Deshpande
41,Sam Curran,Punjab Kings,29,20,1,1,Matheesha Pathirana
41,Jitesh Sharma,Punjab Kings,21,10,2,1,Tushar Deshpande
41,Shahrukh Khan,Punjab Kings,2,3,0,0,Not Out
41,Sikandar Raza,Punjab Kings,13,7,1,0,Not Out
42,Yashasvi Jaiswal,Rajasthan Royals,124,62,16,8,Arshad Khan
42,Jos Buttler,Rajasthan Royals,18,19,2,1,Piyush Chawla
42,Sanju Samson,Rajasthan Royals,14,10,1,1,Arshad Khan
42,Devdutt Padikkal,Rajasthan Royals,2,4,0,0,Piyush Chawla
42,Jason Holder,Rajasthan Royals,11,9,0,1,Jofra Archer
42,Shimron Hetmyer,Rajasthan Royals,8,9,0,1,Arshad Khan
42,Dhruv Jurel,Rajasthan Royals,2,3,0,0,Riley Meredith
42,Ravichandran Ashwin,Rajasthan Royals,8,5,1,0,Not Out
42,Trent Boult,Rajasthan Royals,0,0,0,0,Not Out
42,Rohit Sharma,Mumbai Indians,3,5,0,0,Sandeep Sharma
42,Ishan Kishan,Mumbai Indians,28,23,4,0,Ravichandran Ashwin
42,Cameron Green,Mumbai Indians,44,26,4,2,Ravichandran Ashwin
42,Tilak Varma,Mumbai Indians,29,21,3,1,Trent Boult
42,Suryakumar Yadav,Mumbai Indians,55,29,8,2,Not Out
42,Tim David,Mumbai Indians,45,14,2,5,Not Out
43,Virat Kohli,Royal Challengers Bangalore,31,30,3,0,Ravi Bishnoi
43,Faf du Plessis,Royal Challengers Bangalore,44,40,1,1,Amit Mishra
43,Anuj Rawat,Royal Challengers Bangalore,9,11,0,0,Krishnappa Gowtham
43,Glenn Maxwell,Royal Challengers Bangalore,4,5,0,0,Ravi Bishnoi
43,Mahipal Lomror,Royal Challengers Bangalore,3,4,0,0,Naveen-ul-Haq
43,Dinesh Karthik,Royal Challengers Bangalore,16,11,1,1,Run Out
43,Suyash Prabhudessai,Royal Challengers Bangalore,6,7,0,0,Amit Mishra
43,Wanindu Hasaranga,Royal Challengers Bangalore,8,7,1,0,Not Out
43,Karn Sharma,Royal Challengers Bangalore,2,2,0,0,Naveen-ul-Haq
43,Mohammed Siraj,Royal Challengers Bangalore,0,1,0,0,Naveen-ul-Haq
43,Josh Hazlewood,Royal Challengers Bangalore,1,2,0,0,Not Out
43,Kyle Mayers,Lucknow Super Giants,0,2,0,0,Mohammed Siraj
43,Ayush Badoni,Lucknow Super Giants,4,11,0,0,Josh Hazlewood
43,Krunal Pandya,Lucknow Super Giants,14,11,3,0,Glenn Maxwell
43,Deepak Hooda,Lucknow Super Giants,1,2,0,0,Wanindu Hasaranga
43,Marcus Stoinis,Lucknow Super Giants,13,19,0,1,Karn Sharma
43,Nicholas Pooran,Lucknow Super Giants,9,7,0,1,Karn Sharma
43,Krishnappa Gowtham,Lucknow Super Giants,23,13,1,2,Run Out
43,Ravi Bishnoi,Lucknow Super Giants,5,10,0,0,Run Out
43,Amit Mishra,Lucknow Super Giants,19,30,2,0,Harshal Patel
43,Naveen-ul-Haq,Lucknow Super Giants,13,13,2,0,Josh Hazlewood
43,KL Rahul,Lucknow Super Giants,0,3,0,0,Not Out
44,Philip Salt,Delhi Capitals,0,1,0,0,Mohammed Shami
44,David Warner,Delhi Capitals,2,2,0,0,Run Out
44,Priyam Garg,Delhi Capitals,10,14,0,0,Mohammed Shami
44,Rilee Rossouw,Delhi Capitals,8,6,2,0,Mohammed Shami
44,Manish Pandey,Delhi Capitals,1,4,0,0,Mohammed Shami
44,Axar Patel,Delhi Capitals,27,30,2,1,Mohit Sharma
44,Aman Hakim Khan,Delhi Capitals,51,44,3,3,Rashid Khan
44,Ripal Patel,Delhi Capitals,23,13,2,1,Mohit Sharma
44,Anrich Nortje,Delhi Capitals,3,6,0,0,Not Out
44,Kuldeep Yadav,Delhi Capitals,0,1,0,0,Not Out
44,Wriddhiman Saha,Gujarat Titans,0,6,0,0,Khaleel Ahmed
44,Shubman Gill,Gujarat Titans,6,7,1,0,Anrich Nortje
44,Hardik Pandya,Gujarat Titans,59,53,7,0,Not Out
44,Vijay Shankar,Gujarat Titans,6,9,1,0,Ishant Sharma
44,David Miller,Gujarat Titans,0,3,0,0,Kuldeep Yadav
44,Abhinav Manohar,Gujarat Titans,26,33,0,1,Khaleel Ahmed
44,Rahul Tewatia,Gujarat Titans,20,7,0,3,Ishant Sharma
44,Rashid Khan,Gujarat Titans,3,2,0,0,Not Out
45,Manan Vohra,Lucknow Super Giants,10,11,1,0,Maheesh Theekshana
45,Kyle Mayers,Lucknow Super Giants,14,17,2,0,Moeen Ali
45,Karan Sharma,Lucknow Super Giants,9,16,0,0,Moeen Ali
45,Krunal Pandya,Lucknow Super Giants,0,1,0,0,Maheesh Theekshana
45,Marcus Stoinis,Lucknow Super Giants,6,4,1,0,Ravindra Jadeja
45,Nicholas Pooran,Lucknow Super Giants,20,31,0,0,Matheesha Pathirana
45,Ayush Badoni,Lucknow Super Giants,59,33,2,4,Not Out
45,Krishnappa Gowtham,Lucknow Super Giants,1,3,0,0,Matheesha Pathirana
46,Prabhsimran Singh,Punjab Kings,9,7,1,0,Arshad Khan
46,Shikhar Dhawan,Punjab Kings,30,20,5,0,Piyush Chawla
46,Matthew Short,Punjab Kings,27,26,2,1,Piyush Chawla
46,Liam Livingstone,Punjab Kings,82,42,7,4,Not Out
46,Jitesh Sharma,Punjab Kings,49,27,5,2,Not Out
46,Rohit Sharma,Mumbai Indians,0,3,0,0,Rishi Dhawan
46,Ishan Kishan,Mumbai Indians,75,41,7,4,Arshdeep Singh
46,Cameron Green,Mumbai Indians,23,18,4,0,Nathan Ellis
46,Suryakumar Yadav,Mumbai Indians,66,31,8,2,Nathan Ellis
46,Tim David,Mumbai Indians,19,10,3,0,Not Out
46,Tilak Varma,Mumbai Indians,26,10,1,3,Not Out
47,Jason Roy,Kolkata Knight Riders,20,19,4,0,Kartik Tyagi
47,Rahmanullah Gurbaz,Kolkata Knight Riders,0,1,0,0,Marco Jansen
47,Venkatesh Iyer,Kolkata Knight Riders,7,4,1,0,Marco Jansen
47,Nitish Rana,Kolkata Knight Riders,42,31,3,3,Aiden Markram
47,Rinku Singh,Kolkata Knight Riders,46,35,4,1,T Natarajan
47,Andre Russell,Kolkata Knight Riders,24,15,1,2,Mayank Markande
47,Sunil Narine,Kolkata Knight Riders,1,2,0,0,Bhuvneshwar Kumar
47,Shardul Thakur,Kolkata Knight Riders,8,6,1,0,T Natarajan
47,Anukul Roy,Kolkata Knight Riders,13,7,2,0,Not Out
47,Harshit Rana,Kolkata Knight Riders,0,1,0,0,Run Out
47,Vaibhav Arora,Kolkata Knight Riders,2,1,0,0,Not Out
47,Abhishek Sharma,Sunrisers Hyderabad,9,10,1,0,Shardul Thakur
47,Mayank Agarwal,Sunrisers Hyderabad,18,11,2,1,Harshit Rana
47,Rahul Tripathi,Sunrisers Hyderabad,20,9,3,1,Andre Russell
47,Aiden Markram,Sunrisers Hyderabad,41,40,4,0,Vaibhav Arora
47,Harry Brook,Sunrisers Hyderabad,0,4,0,0,Anukul Roy
47,Heinrich Klaasen,Sunrisers Hyderabad,36,20,1,3,Shardul Thakur
47,Abdul Samad,Sunrisers Hyderabad,21,18,3,0,Varun Chakaravarthy
47,Marco Jansen,Sunrisers Hyderabad,1,4,0,0,Vaibhav Arora
47,Bhuvneshwar Kumar,Sunrisers Hyderabad,5,5,1,0,Not Out
47,Mayank Markande,Sunrisers Hyderabad,1,2,0,0,Not Out
48,Yashasvi Jaiswal,Rajasthan Royals,14,11,1,1,Run Out
48,Jos Buttler,Rajasthan Royals,8,6,2,0,Hardik Pandya
48,Sanju Samson,Rajasthan Royals,30,20,3,1,Joshua Little
48,Devdutt Padikkal,Rajasthan Royals,12,12,1,0,Noor Ahmad
48,Ravichandran Ashwin,Rajasthan Royals,2,6,0,0,Rashid Khan
48,Riyan Parag,Rajasthan Royals,4,6,0,0,Rashid Khan
48,Shimron Hetmyer,Rajasthan Royals,7,13,0,0,Rashid Khan
